Class	FDP	FAO	QD	FSAF	FSAR	FXX	LEN	HRUN	RBI	VARB	STB	STBP	MLLD	SSEN	SSEP	SSSB	QUAL	GQ
T	107	107	23.5045	71	36	0.0183469	3	1	0.0522855	5.5386e-06	0.5	1	189.92	0	0	4.66358e-08	628.745	99
T	85	52	5.48527	33	19	0.034087	2	2	0.0212011	0.0128639	0.524304	0.605	74.8015	0	0	0.0354933	116.562	24
T	199	92	1.99135	37	55	0.0657246	9	2	0.0391217	0.0298947	0.561024	0.114	227.324	0	0	-0.0755648	99.0697	99
T	43	43	23.3586	23	20	0	1	1	0.146522	-0.00139504	0.5	1	27.8772	0	0	0.0240543	251.105	53
T	399	146	0.628393	85	61	0.00249994	3	1	0.00465293	0.0239308	0.602761	0.001	261.672	0	0	0.177652	62.6822	62
T	114	114	22.7831	48	66	0.0172399	1	1	0.128059	0.00191333	0.5	1	22.3929	0	0	-0.0227108	649.319	99
T	136	48	0.685444	27	21	0.00729874	3	2	0.00589334	-0.00185245	0.503737	0.955	287.597	0	0	0.0341091	23.3051	23
T	134	61	1.93049	12	49	0.0629327	4	1	0.0240192	0.00753541	0.599964	0.073	319.514	0	0	-0.180934	64.6713	64
T	89	83	18.5257	32	51	0.0219756	3	1	0.0188968	9.90192e-05	0.542847	0.004	325.166	0	0	-0.0446323	412.198	53
T	169	169	23.6047	76	93	0.0116952	1	0	0.0407372	1.46374e-05	0.5	1	295.445	0	0	0.00514495	997.3	99
T	121	56	2.11078	14	42	0.0763301	4	0	0.0243323	0.0270853	0.539668	0.498	266.9	0	0	-0.0654384	63.8512	63
T	277	101	0.669928	39	62	0.115012	18	1	0.0145511	0.0324237	0.530184	0.469	295.771	0	0	-0.0171972	46.3925	46
T	86	45	1.60361	22	23	0.0114929	1	8	0.199313	0.105246	0.629172	0.02	7.07357	0	0	0.343191	34.4777	25
T	123	64	3.14125	30	34	0.046508	3	1	0.00768397	0.0435532	0.505358	0.908	230.62	0	0	-0.0153502	96.5934	73
T	60	33	4.12471	17	16	0.0163908	2	1	0.0240134	-0.00157323	0.518208	0.783	202.348	0	0	-0.0201724	61.8706	33
T	398	398	22.2466	184	214	0.00499988	1	2	0.056541	0.000333588	0.5	1	22.509	0	0	-0.029766	2213.53	99
T	102	62	5.27739	22	40	0.0097078	1	1	0.0687786	0.00771614	0.557441	0.185	27.354	0	0	0.112341	134.573	28
T	105	105	23.0986	62	43	0	1	1	0.0715693	0.000585928	0.5	1	27.6378	0	0	0.0446421	606.339	99
T	131	131	23.2898	55	76	0.00757518	1	1	0.117554	0.00158099	0.5	1	25.4714	0	0	-0.0024246	762.74	99
T	173	173	22.4883	88	85	0.0225976	3	2	0.0190108	6.12033e-05	0.5	1	327.281	0	0	-0.00550231	972.619	99
T	96	7	23.1797	7	0	0.0679546	6	1	0.0560637	0.0754964	0.5	1	110.973	0	0	0	556.312	54
T	113	47	1.34741	11	36	0.241595	1	2	0.12733	0.0316979	0.594858	0.12	20.9477	0	0	-0.118289	38.0644	38
T	249	133	3.11834	66	67	0.00399984	1	3	0.0878778	0.0181316	0.518332	0.515	24.1202	0	0	0.0367787	194.116	99
T	169	169	22.4284	87	82	0.0116952	1	3	0.0532393	-0.000175962	0.5	1	25.676	0.365854	0	0.00612517	947.6	99
T	14	14	23.1453	9	5	0	1	2	0.248203	-0.0259676	0.5	1	22.9171	0	0	0	81.0086	17
T	215	119	3.72313	43	76	0.0137608	4	1	0.0156022	-0.00206872	0.536093	0.235	325.914	0	0	-0.0646531	200.118	92
T	50	29	5.18327	8	21	0.0565931	3	1	0.0459157	0.0331556	0.673345	0.005	181.109	0	0	-0.524269	64.7909	21
T	87	87	23.521	48	39	0.0224694	1	2	0.096474	-0.00136926	0.5	1	28.3071	0	0	5.83693e-08	511.583	99
T	274	274	23.302	144	130	0.0283678	1	2	0.0310729	0.000216385	0.5	1	33.226	0	0	0.00373948	1596.19	99
T	170	0	2.51993	0	0	0.0229872	1	1	0.240145	0	0.5	1	20.1064	0	0	-0.746323	107.097	99
T	137	137	23.0112	85	52	0.0283668	3	2	0.0467879	0.00010425	0.5	1	242.078	0	0	-0.0451931	788.133	99
T	93	41	1.78632	16	25	0.0412329	3	1	0.0110219	-0.00897011	0.594248	0.136	335.77	0	0	-0.0903207	41.5318	41
T	148	148	23.5352	64	84	0.0864144	3	1	0.103745	6.70343e-05	0.5	1	306.457	0	0	-4.37847e-08	870.804	99
T	134	55	1.30309	19	36	0.0147048	6	3	0.0155249	0.00452309	0.619956	0.028	290.54	0	0	-0.198395	43.6534	43
T	124	124	20.98	113	11	0	1	2	0.0601261	-0.000321399	0.5	1	14.3628	0	0	-0.0447282	650.381	99
T	203	203	22.8352	97	106	0.0287068	1	0	0.0491989	0.000151287	0.5	1	304.923	0	0	-0.00629037	1158.89	99
T	98	48	2.36155	13	35	0.0101	5	3	0.203588	0.0113719	0.55468	0.336	22.4172	0.339869	0	-0.0880778	50	99
T	135	126	18.3165	64	62	0	3	5	0.0161268	-0.000116306	0.52542	0.037	305.706	0	0	-0.0702062	618.183	78
T	199	199	22.1857	132	67	0.0245086	1	2	0.0423305	0.000633914	0.5	1	21.0177	0	0	-0.00653458	1103.74	99
T	144	135	18.5888	63	72	0.0399973	3	1	0.0555705	0.00561283	0.526409	0.016	176.624	0	0	-0.0951668	669.196	88
T	215	92	1.43237	81	11	0.00462942	3	1	0.0199707	0.0108115	0.61999	0.028	109.169	0	0	0.208999	76.9897	76
T	123	123	23.503	38	85	0.00806387	3	1	0.0181637	-1.18782e-05	0.5	1	360.151	0	0	0	722.718	99
T	134	134	22.9189	78	56	0.00740686	1	1	0.11892	-7.28043e-05	0.5	1	26.4398	0	0	0.0620129	767.783	99
T	352	179	2.68667	81	98	0.00564956	1	3	0.092164	-0.0213862	0.503686	0.892	27.199	0	0	0.00837479	236.427	99
T	114	114	22.7675	99	15	0.0256388	1	1	0.189374	0.00239335	0.5	1	22.2634	0	0	0.100571	648.875	99
T	352	155	1.53104	78	77	0.00845047	1	1	0.047968	0.00348615	0.537296	0.223	33.0234	0	0	0.0666255	134.731	99
T	116	50	1.64218	30	20	0.00854628	3	1	0.0265031	0.0206518	0.51428	0.817	128.012	0	0	0.0242305	47.6232	47
T	104	59	4.27917	20	39	0.0095229	3	1	0.0326806	0.0333945	0.502731	0.988	242.963	0	0	0.031956	111.258	44
T	115	53	2.10791	38	15	0.00861995	3	1	0.0299638	0.0330983	0.516811	0.782	239.253	0	0	0.0964412	60.6024	60
T	84	41	2.7026	29	12	0	3	1	0.0196063	0.0118624	0.621628	0.039	354.391	0	0	0.217675	56.7546	56
T	153	136	15.6906	66	70	0	3	5	0.00939871	-0.000230215	0.537526	0.011	326.976	0	0	-0.0852712	600.164	50
T	23	23	23.683	10	13	0.079968	3	1	0.141609	0.000831535	0.5	1	224.605	0	0	-3.851e-08	136.177	29
T	207	207	22.3311	104	103	0.00480746	1	2	0.111024	0.000849378	0.5	1	21.1225	0	0	-0.0142489	1155.64	99
T	55	55	35.9481	21	34	0	1	3	0.103578	-0.00328744	0.5	1	21.1783	0	0	0	494.287	24
T	145	77	3.35541	38	39	0.110423	3	1	0.0273835	0.0281784	0.509938	0.793	170.533	0	0	0.0541307	121.633	78
T	23	20	16.0514	6	14	0.0416493	9	1	0.0234475	-0.000779951	0.554399	0.259	297.273	0	0	-0.146515	92.2957	9
T	114	101	35.8026	53	48	0.0086949	1	1	0.286928	0.000702515	0.5	1	26.094	0	0	-0.034451	1020.37	4
T	399	353	15.4592	214	139	0.00249994	3	1	0.054764	0.00181103	0.570984	0	315.926	0	0	0.1415	1542.06	99
T	223	189	13.5939	82	107	0.0219289	3	2	0.118881	0.0331637	0.532794	0.022	184.202	0	0	-0.143009	757.86	37
T	367	367	23.2699	212	155	0.0107814	1	3	0.133358	-0.000562487	0.5	1	31.4938	0	0	-0.00257151	2135.02	99
T	203	77	0.793733	35	42	0.00975562	1	2	0.184544	0.0384936	0.523375	0.569	26.184	0	0	-0.0411367	40.282	40
T	54	31	4.76972	14	17	0	3	1	0.0139712	0.0219307	0.526044	0.679	203.697	0	0	0.0733065	64.3912	25
T	89	89	23.5385	38	51	0.0326052	3	1	0.096434	0.000100535	0.5	1	236.922	0	0	0	523.732	99
T	84	51	5.37174	20	31	0	10	1	0.060549	0.00781088	0.573228	0.104	213.895	0	0	-0.129497	50	99
T	241	241	22.4649	149	92	0.00823011	1	2	0.211319	0.00146643	0.5	1	22.2675	0	0	0.0101517	1353.51	99
T	207	207	23.298	85	122	0.0590882	2	1	0.0661649	0.000169805	0.5	1	225.629	0	0	-0.051352	1205.67	99
T	318	145	1.80846	71	74	0.0479028	1	0	0.087359	0.00443211	0.517976	0.542	143.105	0	0	0.0291369	143.773	99
T	165	165	22.178	99	66	0.0350857	1	2	0.0370545	-0.000608334	0.5	1	21.5936	0	0	0.0340477	914.844	99
T	132	73	3.86524	46	27	0.0149243	3	1	0.0212621	0.011541	0.506701	0.87	251.814	0	0	-0.0514954	127.553	60
T	228	151	6.58468	100	51	0.0129865	2	1	0.0081647	0.00386439	0.638279	0	236.686	0	0	0.27792	375.327	26
T	259	259	22.2258	136	123	0.0226407	1	2	0.135573	0.000592237	0.5	1	20.005	0	0	0.00882576	1439.12	99
T	250	241	20.2645	143	98	0.0347477	3	1	0.091708	0.00232394	0.501409	0.812	293.268	0	0	-0.0798983	1266.53	99
T	284	284	23.3567	137	147	0.0104526	1	2	0.138451	-0.000861414	0.5	1	30.1052	0	0	5.30487e-08	1658.33	99
T	110	110	23.5105	101	9	0.0178555	1	2	0.0422271	-0.000766979	0.5	1	29.0917	0	0	0	646.54	99
T	270	214	11.2056	124	90	0.0217383	3	0	0.07238	0.0179693	0.539202	0.011	178.952	0	0	0.0666343	756.379	14
T	112	112	23.559	41	71	0.00884877	24	1	0.0387308	4.79938e-05	0.5	1	184.884	0	0	0	50	99
T	195	101	2.99152	46	55	0.0200995	3	1	0.0290977	0.0138821	0.516429	0.635	232.012	0	0	-0.0393794	145.837	99
T	126	126	22.8532	7	119	0.0156238	1	1	0.16354	0.00206003	0.5	1	21.1532	0	0	-0.101216	719.875	99
T	123	60	2.53414	16	44	0.0159987	3	1	0.0367636	0.0279509	0.621579	0.009	305.796	0	0	-0.244933	77.9249	77
T	147	147	22.3939	64	83	0.0199987	1	1	0.0465332	-0.000189134	0.5	1	19.9195	0	0	-0.0153343	822.975	99
T	165	165	22.7394	86	79	0.0350857	3	1	0.0357024	-7.33291e-06	0.5	1	198.829	0	0	-0.0699317	938.002	99
T	215	109	2.75797	69	40	0.00462942	8	2	0.0207442	0.0193677	0.558669	0.08	272.663	0	0	0.142961	148.241	99
T	67	31	2.35293	19	12	0	1	2	0.125798	0.0124703	0.674659	0.011	34.8544	0	0	0.312539	39.4115	39
T	122	122	23.1111	41	81	0	18	2	0.115456	0.00101268	0.5	1	25.696	0	0	0.0471058	13	99
T	71	0	17.5762	0	0	0	2	7	0.125042	0	0.5	1	8.48584	0	0	-0.180626	311.977	66
T	124	59	2.35958	28	31	0.0158718	2	2	0.019602	0.00162427	0.514955	0.782	135.145	0	0	0.0497683	73.147	73
T	372	352	19.2411	194	158	0.0184692	12	1	0.0184149	0.000278529	0.500062	1	407.4	0	0	0.00153207	1789.43	99
T	198	78	1.03781	45	33	0.0099995	6	3	0.0354812	0.0653654	0.536969	0.416	141.575	0	0	0.088829	50	99
T	141	59	1.10646	35	24	0	1	4	0.222773	-0.0351285	0.616921	0.023	14.6457	0	0	0.215056	39.0027	39
T	245	128	3.00232	67	61	0.0239034	8	1	0.0115842	0.0145918	0.509163	0.775	274.753	0	0	0.042242	183.892	99
T	216	111	2.70973	62	49	0.00460808	1	3	0.174978	0.0111753	0.507723	0.811	23.3535	0	0	0.018764	146.326	99
T	177	101	4.1131	51	50	0	3	3	0.00494523	0.0120481	0.526134	0.46	299.28	0	0	-0.038546	182.004	67
T	248	112	1.78041	60	52	0.0274499	14	2	0.017849	-0.00558582	0.519627	0.593	288.388	0	0	0.0569889	50	99
T	73	73	23.629	33	40	0	2	1	0.0382571	1.7678e-05	0.5	1	330.237	0	0	0	431.228	91
T	111	111	23.1369	53	58	0	1	2	0.0583589	-0.000333663	0.5	1	23.7857	0	0	3.60583e-08	642.048	99
T	51	51	23.6465	37	14	0	1	1	0.0677144	0.00115583	0.5	1	35.5088	0	0	0	301.492	63
T	94	44	2.29926	18	26	0	3	1	0.0507428	0.0327727	0.549093	0.377	233.338	0	0	-0.0879819	54.0326	54
T	148	89	4.96524	43	46	0.0389585	3	1	0.0216919	0.0199568	0.510189	0.767	228.964	0	0	-0.00240616	183.714	42
T	13	13	21.9722	6	7	0.0713776	1	2	0.0396269	0.00265064	0.5	1	20.3852	0	0	0	71.4096	16
T	27	27	23.3583	8	19	0	1	1	0.176015	0.00250866	0.5	1	26.3925	0	0	-0.0716086	157.668	34
T	40	40	23.8528	10	30	0	2	1	0.0715216	0.00170598	0.5	1	43.3364	0	0	0	238.528	50
T	310	197	5.7339	139	58	0.00958436	2	1	0.00533518	0.00954247	0.624496	0	229.906	0	0	0.234372	444.377	50
T	386	180	1.951	75	105	0.0349991	1	0	0.0561099	0.0236927	0.524226	0.383	128.768	0	0	-0.0298911	188.272	99
T	101	43	1.58131	18	25	0.0194156	3	5	0.00528608	0.00266914	0.661068	0.006	343.076	0	0	-0.298688	39.928	39
T	162	80	2.61696	38	42	0.0181807	8	2	0.0111913	0.004334	0.531146	0.448	275.984	0	0	-0.0219146	105.987	99
T	59	59	22.8188	25	34	0.106045	3	1	0.0883308	-0.000667011	0.5	1	213.607	0	0	0	336.577	72
T	170	170	23.5177	102	68	0	1	0	0.0400411	3.56754e-05	0.5	1	326.553	0	0	0	999.504	99
T	161	81	2.74817	48	33	0	1	1	0.0212972	0.0177721	0.515392	0.73	282.522	0	0	0.0351798	110.614	99
T	218	218	23.5938	100	118	0.004566	3	1	0.0405539	-1.75272e-05	0.5	1	368.146	0	0	-7.25314e-08	1285.86	99
T	148	148	23.1804	89	59	0	1	2	0.0961064	0.00035428	0.5	1	24.0618	0	0	-0.0108054	857.674	99
T	235	222	19.1067	102	120	0.0368837	3	1	0.0484344	0.00178577	0.512938	0.117	278.826	0	0	-0.0352645	1122.52	99
T	50	50	20.9992	24	26	0	1	1	0.129702	0.000726387	0.5	1	19.0039	0	0	-0.0242715	262.49	57
T	289	278	20.1878	137	141	0.0236478	3	1	0.0968393	0.00113731	0.512382	0.033	295.203	0	0	-0.100451	1458.57	99
T	49	20	1.69337	11	9	0.019996	3	1	0.0399434	-0.0218198	0.50103	1	115.865	0	0	-0.0468637	20.7438	20
T	165	142	14.4617	24	118	0.0178561	3	3	0.0442525	0.0102159	0.603446	0	234.021	0	0	-0.0202118	596.545	38
T	97	52	3.54872	16	36	0.0490148	3	1	0.0220699	0.0146788	0.622211	0.01	283.57	0	0	-0.634078	86.0564	54
T	49	24	3.06733	9	15	0.039208	3	1	0.0265436	0.0400351	0.634406	0.077	215.722	0	0	-0.246504	37.5748	35
T	92	87	33.8468	57	30	0	1	2	0.0528437	-0.00110619	0.5	1	18.1538	0	0	-0.0140753	778.476	11
T	118	88	9.59465	39	49	0.0327842	27	2	0.0122857	0.000986401	0.519792	0.478	688.336	0	0	0.0351165	283.042	3
T	113	113	23.5259	51	62	0.00877116	24	1	0.046685	8.16163e-05	0.5	1	169.866	0	0	0	50	99
T	211	211	21.471	96	115	0.00938923	1	1	0.172817	0.00184523	0.5	1	23.2551	0	0	0.0252082	1132.6	99
T	127	127	23.5918	67	60	0.030532	15	1	0.0429952	2.11618e-05	0.5	1	531.032	0	0	-5.31893e-08	749.039	99
T	41	32	11.5073	5	27	0.108672	18	2	0.0343047	0.00344413	0.566884	0.214	449.063	0	0	0.00849814	117.95	4
T	243	243	20.1609	127	116	0.00816293	1	4	0.0666189	0.000560974	0.5	1	15.956	0	0	0.000416928	1224.77	99
T	214	117	3.57245	90	27	0.00465095	3	1	0.0195386	0.00430322	0.523194	0.495	376.445	0	0	0.0487059	191.126	98
T	122	122	23.5934	52	70	0.0686971	2	1	0.0696196	0.000108286	0.5	1	263.596	0	0	0.0389922	719.599	99
T	72	72	23.5661	31	41	0.0999875	3	1	0.129762	0.00050021	0.5	1	149.075	0	0	3.13648e-08	424.19	89
T	104	53	2.99834	20	33	0.0095229	1	1	0.111815	0.0240675	0.547493	0.34	25.7338	0	0	-0.0428134	77.9569	62
T	228	79	0.530719	43	36	0	3	1	0.0210333	0.0183292	0.54864	0.27	339.252	0	0	0.0891519	30.251	30
T	38	22	5.16801	8	14	0.224444	3	2	0.0318922	0.0498984	0.523539	0.794	121.851	0	0	-0.0665616	49.0961	18
T	38	38	22.0199	24	14	0	1	1	0.157225	0.0140685	0.5	1	27.8543	0	0	-0.019929	209.189	41
T	183	92	2.72825	57	35	0.0895478	3	2	0.0272488	0.0087217	0.53633	0.329	312.724	0	0	0.0703079	124.817	99
T	60	37	5.8076	16	21	0.0476115	4	3	0.0465359	0.0117255	0.534527	0.476	190.801	0	0	0.202779	87.114	19
T	157	68	1.59406	49	19	0.0248432	3	2	0.0303136	0.0209105	0.696846	0	242.31	0	0	0.385892	62.5669	62
T	38	33	15.6216	21	12	0.0256345	3	1	0.0243514	-0.0010408	0.505152	0.909	273.851	0	0	0.00957712	148.405	13
T	118	118	22.2041	63	55	0.00840265	1	2	0.0987896	0.00156792	0.5	1	19.6095	0	0	-3.39806e-08	655.021	99
T	160	104	6.32298	78	26	0.0588201	3	1	0.0137677	0.00258532	0.539992	0.218	341.074	0	0	0.044742	252.919	24
T	113	113	23.0225	55	58	0.0423693	3	2	0.0505744	0.000472331	0.5	1	240.59	0	0	-0.0930541	650.385	99
T	149	134	16.4636	77	57	0	3	2	0.0362091	0.00270053	0.531407	0.034	289.438	0	0	0.302139	613.27	57
T	85	40	2.34496	19	21	0.0116266	3	2	0.0165762	0.0513926	0.554225	0.368	204.547	0	0	-0.0753209	49.8303	49
T	215	215	23.5358	123	92	0.00921617	15	3	0.0173975	-1.52239e-06	0.5	1	615.885	0	0	0	1265.05	99
T	193	193	22.9395	112	81	0.00515437	1	1	0.100461	0.000424983	0.5	1	24.132	0	0	-0.0116506	1106.83	99
T	244	244	22.9374	135	109	0.0200795	1	2	0.164404	-3.33204e-05	0.5	1	22.4968	0	0	-0.0439125	1399.18	99
T	396	396	23.6068	196	200	0.00999975	3	1	0.0335338	-8.35177e-06	0.5	1	291.921	0	0	0	2337.07	99
T	96	53	3.95221	19	34	0	3	1	0.0168387	0.0212586	0.550416	0.279	242.187	0	0	-0.0625626	94.8529	46
T	101	83	12.7261	33	50	0.00980296	3	1	0.0078321	0.00187905	0.508683	0.724	287.436	0	0	-0.0163049	321.334	13
T	109	109	23.1265	44	65	0	1	1	0.0642233	0.000509071	0.5	1	26.8832	0	0	-0.335735	630.198	99
T	107	102	19.9432	52	50	0.0092584	3	1	0.0575516	0.0022111	0.514471	0.224	270.461	0	0	0.0279572	533.479	79
T	80	80	23.1486	27	53	0	1	3	0.0550669	0.00130327	0.5	1	27.1022	0	0	0.0091908	462.972	97
T	124	124	19.1362	41	83	0	1	5	0.106908	0.00228136	0.5	1	14.1728	0	0	-0.030524	593.221	99
T	399	183	1.77856	125	58	0.00249994	3	2	0.00447056	0.0616251	0.532601	0.241	231.275	0	0	0.0462756	177.411	99
T	351	209	4.60897	142	67	0.0112673	3	3	0.0218875	-0.000780576	0.536548	0.101	242.173	0	0	0.0695559	404.437	94
T	173	96	3.8347	40	56	0.0441965	3	2	0.0138703	0.000846111	0.51135	0.737	319.887	0	0	0.0201585	165.851	74
T	92	92	23.4665	45	47	0	1	1	0.0183981	-0.000389425	0.5	1	27.5266	0	0	-0.0215303	539.73	99
T	136	136	22.9301	68	68	0	1	2	0.0949925	0.000780192	0.5	1	26.4099	0	0	0.0121884	779.624	99
T	288	162	27.0526	83	79	0.0798697	3	1	0.07346	0.0140059	0.552331	0	140.266	0	0	-0.180931	1947.78	99
T	81	81	21.6814	43	38	0	1	3	0.112575	-0.00119153	0.5	1	19.5705	0	0	-0.0472441	439.047	92
T	199	199	22.535	87	112	0	1	2	0.153654	0.00138602	0.5	1	23.9925	0	0	-0.0108461	1121.12	99
T	258	197	10.0509	96	101	0	3	1	0.0237821	0.00405432	0.530007	0.081	292.667	0	0	0.0564437	648.282	5
T	61	61	23.7546	36	25	0.031741	1	1	0.0698133	5.91476e-05	0.5	1	220.404	0	0	0	362.257	76
T	50	50	23.4846	30	20	0.0565931	2	0	0.122647	-0.000297209	0.5	1	34.8874	0	0	0	293.557	62
T	282	91	0.376449	20	71	0.294993	18	1	0.0207367	0.0276223	0.718597	0	295.829	0	0	-0.114745	26.5397	26
T	212	113	3.32994	66	47	0.0185177	1	0	0.0044134	0.00957693	0.565608	0.041	308.358	0	0	0.112879	176.487	99
T	67	39	4.72515	16	23	0.0147037	3	1	0.0184806	0.00727007	0.538202	0.504	276.886	0	0	-0.0630365	79.1462	28
T	162	157	32.3864	70	87	0.00613459	1	3	0.185603	-0.000114903	0.5	1	16.7677	0	0	-0.13872	1311.65	23
T	152	82	3.50237	38	44	0.0499969	9	1	0.027002	0.0323544	0.562994	0.099	235.709	0	0	0.0914128	133.09	74
T	340	340	22.0343	175	165	0.0116276	1	2	0.11544	0.000699281	0.5	1	22.1113	0	0	-0.0169149	1872.92	99
T	73	73	21.0242	22	51	0	1	2	0.0765066	-0.000980589	0.5	1	15.4992	0	0	-4.93928e-08	383.691	83
T	102	102	23.4349	53	49	0.105254	3	1	0.0509341	6.02249e-05	0.5	1	173.96	0	0	4.54587e-08	597.591	99
T	58	28	2.79774	11	17	0.0169463	1	1	0.0175066	0.00940806	0.503863	0.942	105.466	0	0	-0.0412269	40.5672	40
T	218	74	0.476602	21	53	0.0090905	6	2	0.0341395	0.0247019	0.559573	0.238	221.651	0	0	-0.163262	25.9748	25
T	272	141	2.95171	91	50	0.0588215	3	2	0.0278212	0.015152	0.533645	0.264	339.998	0	0	0.0669734	200.716	99
T	170	167	21.8177	144	23	0.0229872	3	5	0.0300612	0.000702941	0.519104	0.027	320.553	0	0	0.454755	927.254	99
T	396	396	21.4285	264	132	0.005025	1	3	0.115547	-0.000442761	0.5	1	18.3933	0	0	-0.015141	2121.42	99
T	77	33	1.74612	19	14	0.0128189	4	1	0.00951677	0.0370227	0.517617	0.787	233.406	0	0	0.0283007	33.6128	33
T	170	104	5.06828	58	46	0.034089	3	3	0.0281857	-0.00801717	0.537227	0.267	202.879	0	0	-0.0154441	215.402	43
T	198	94	2.10673	45	49	0.0246293	1	1	0.0643846	0.0154093	0.549719	0.198	31.5608	0	0	0.0473345	104.283	99
T	107	107	23.3549	56	51	0.0272702	2	4	0.0360086	-6.23564e-05	0.5	1	298.752	0	0	-0.0281523	624.744	99
T	174	174	22.3649	82	92	0.00571396	1	1	0.164127	0.00216517	0.5	1	22.8358	0	0	0.00165301	972.873	99
T	29	14	3.235	6	8	0.0333222	9	1	0.00726667	-0.0101109	0.51513	0.882	304.875	0	0	-0.0208227	23.4538	22
T	128	65	2.92191	46	19	0.00775134	3	1	0.0836661	0.00202162	0.600234	0.04	90.7426	0	0	0.178043	93.5011	83
T	94	47	2.87046	32	15	0.0105252	2	2	0.0645661	0.0252992	0.547263	0.384	62.0567	0	0	0.0300574	67.4557	64
T	28	15	4.47309	12	3	0.0344709	3	1	0.0107881	0.0184215	0.654316	0.102	201.272	0	0	0.410341	31.3116	20
T	76	33	9.74662	28	5	0.0499937	3	1	0.0917717	0.0709747	0.651057	0.045	138.318	0	0	0.243624	185.186	99
T	101	101	23.2269	67	34	0.0380916	2	6	0.0863691	0.000521705	0.5	1	23.0515	0.460317	0	0	586.48	99
T	174	81	2.0492	45	36	0.0279314	1	2	0.0640144	0.0318444	0.538452	0.358	27.1398	0	0	0.0593758	89.1404	89
T	394	394	23.3772	188	206	0.0149996	1	0	0.0453539	-4.48946e-05	0.5	1	156.86	0	0	-0.0083011	2302.65	99
T	108	60	3.99035	30	30	0.0181802	1	0	0.00620284	0.00560448	0.555537	0.226	292.498	0	0	-0.0956744	107.739	50
T	66	30	2.29	18	12	0.119984	3	2	0.0452388	0.12008	0.657629	0.052	98.1272	0	0	-0.245066	37.7849	37
T	107	107	22.6077	86	21	0	1	1	0.128882	0.00259024	0.5	1	21.6996	0	0	-0.0170425	604.755	99
T	140	83	4.82697	49	34	0.0140835	3	1	0.0273446	0.0262414	0.524949	0.504	206.696	0	0	-0.0189545	168.944	43
T	115	56	2.52012	39	17	0.0170926	3	3	0.0122334	0.0159238	0.559656	0.242	224.103	0	0	0.0192651	72.4535	72
T	56	34	5.58003	17	17	0.0666556	3	2	0.0351263	0.035734	0.624931	0.032	148.343	0	0	0.19876	78.1204	19
T	241	130	3.40386	61	69	0.00823011	3	2	0.0236179	0.00105516	0.500352	0.992	252.785	0	0	-0.00250091	205.083	99
T	156	58	1.90178	36	22	0.0714243	21	1	0.0153984	0.0543264	0.593764	0.072	222.457	0	0	0.186716	74.1693	45
T	148	142	20.0561	65	77	0.0326776	3	1	0.0800321	0.00513658	0.505084	0.583	284.002	0	0	0.00232104	742.077	99
T	130	70	3.13819	39	31	0	1	5	0.0707938	0.00873945	0.503337	0.943	16.7386	0	0	-0.0240954	101.991	50
T	185	95	33.4901	62	33	0.0841543	3	1	0.127006	0.0751639	0.523072	0.098	91.4232	0	0	-0.0450308	1548.92	99
T	297	139	2.00757	66	73	0	2	2	0.0117952	0.0207484	0.557784	0.066	117.679	0	0	0.104974	149.062	99
T	218	117	3.32526	59	58	0.0090905	1	2	0.123373	0.0250918	0.527194	0.381	28.7745	0	0	0.0548724	181.227	99
T	53	29	3.95107	15	14	0	3	1	0.0609926	0.0455786	0.507807	0.959	186.952	0	0	-0.0552766	52.3517	31
T	78	42	3.78137	33	9	0.113623	3	1	0.053494	0.0240747	0.599959	0.189	218.032	0	0	-0.0789543	73.7368	44
T	344	344	22.6441	188	156	0.0143262	1	1	0.168997	0.000999022	0.5	1	22.564	0	0	-0.0149703	1947.39	99
T	217	92	1.37584	61	31	0.0180987	3	2	0.0169094	-0.00380133	0.509634	0.827	335.382	0	0	0.0349235	74.6393	74
T	275	275	22.4801	148	127	0.010791	1	4	0.131749	0.00105165	0.5	1	25.5774	0	0	-0.0126473	1545.51	99
T	248	122	2.45041	63	59	0.0040159	3	1	0.0306661	0.0293159	0.523989	0.464	188.009	0	0	-0.0202885	151.926	99
T	376	376	23.5139	193	183	0	1	2	0.079633	0.000285847	0.5	1	33.0177	0	0	0	2210.31	99
T	68	66	35.3792	12	54	0	1	3	0.134212	-0.00213207	0.5	1	18.8522	0	0	0	601.447	12
T	326	163	2.54708	101	62	0.0969502	3	2	0.0279878	0.0181245	0.516394	0.579	326.925	0	0	-0.0216338	207.587	99
T	123	54	1.71958	33	21	0	3	1	0.0290671	0.0583433	0.569026	0.218	213.498	0	0	0.252798	52.877	52
T	153	74	2.3997	46	28	0.0316436	3	2	0.0277047	0.00801768	0.61851	0.012	183.318	0	0	0.224164	91.7884	91
T	24	24	22.8616	10	14	0	1	2	0.124111	0.00820189	0.5	1	23.114	0	0	-0.0542216	137.17	29
T	95	95	23.5782	41	54	0.0776624	3	1	0.0446601	0.000139012	0.5	1	157.363	0	0	0	559.983	99
T	278	278	23.4472	122	156	0.0141839	1	2	0.0722272	-0.000138035	0.5	1	35.7685	0	0	0.00312669	1629.58	99
T	398	398	22.8907	205	193	0.00499988	1	2	0.0862212	-1.76109e-05	0.5	1	26.8448	0	0	0.000231038	2277.62	99
T	252	217	14.3091	136	81	0.0194545	15	1	0.10161	0.00732805	0.508173	0.545	236.266	0	0	-0.0935555	50	99
